Name,Symbol,Mint,Decimals,LogoURI,Community Validated
Pollen Coin,PCN,GWsZd8k85q2ie9SNycVSLeKkX7HLZfSsgx6Jdat9cjY1,9,https://raw.githubusercontent.com/solana-labs/token-list/main/assets/mainnet/GWsZd8k85q2ie9SNycVSLeKkX7HLZfSsgx6Jdat9cjY1/logo.svg,false
Blockasset,BLOCK,NFTUkR4u7wKxy9QLaX2TGvd9oZSWoMo4jqSJqdMb7Nk,6,https://arweave.net/gKXMDOCUjrOA_0H7EugvTbOOgfRRJ7N3hfZ1Y38PC5s?ext=png,true
FANITRADE,FANI,6c4L5nTH2sBKkfeuP3WhGp6Vq1tE4Suh4ezRp5KSu8Z7,9,https://raw.githubusercontent.com/solana-labs/token-list/main/assets/mainnet/6c4L5nTH2sBKkfeuP3WhGp6Vq1tE4Suh4ezRp5KSu8Z7/logo.svg,false
daoSOL Token,daoSOL,GEJpt3Wjmr628FqXxTgxMce1pLntcPV4uFi8ksxMyPQh,9,https://raw.githubusercontent.com/solana-labs/token-list/main/assets/mainnet/GEJpt3Wjmr628FqXxTgxMce1pLntcPV4uFi8ksxMyPQh/logo.png,false
Crowny token,CRWNY,CRWNYkqdgvhGGae9CKfNka58j6QQkaD5bLhKXvUYqnc1,6,https://raw.githubusercontent.com/solana-labs/token-list/main/assets/mainnet/CRWNYkqdgvhGGae9CKfNka58j6QQkaD5bLhKXvUYqnc1/logo.png,false
basis,BASIS,Basis9oJw9j8cw53oMV7iqsgo6ihi9ALw4QR31rcjUJa,6,https://raw.githubusercontent.com/solana-labs/token-list/main/assets/mainnet/Basis9oJw9j8cw53oMV7iqsgo6ihi9ALw4QR31rcjUJa/logo.png,false
Zion,Zion,A7rqejP8LKN8syXMr4tvcKjs2iJ4WtZjXNs1e6qP3m9g,9,https://raw.githubusercontent.com/LousyNFTs/token-list/main/assets/mainnet/A7rqejP8LKN8syXMr4tvcKjs2iJ4WtZjXNs1e6qP3m9g/Ziontoken_2_84.png,false
Shadow Token,SHDW,SHDWyBxihqiCj6YekG2GUr7wqKLeLAMK1gHZck9pL6y,9,https://shdw-drive.genesysgo.net/FDcC9gn12fFkSU2KuQYH4TUjihrZxiTodFRWNF4ns9Kt/250x250_with_padding.png,false
Castle Coin,CC,3KTkQJEMJXP741EJBFcAS34Lx9t8GsBYaW2BUUWkeyDH,9,https://raw.githubusercontent.com/solana-labs/token-list/main/assets/mainnet/3KTkQJEMJXP741EJBFcAS34Lx9t8GsBYaW2BUUWkeyDH/logo.png,false
BAIL COIN,BAIL,3e9pHUxa2nvAqso2Kr2KqJxYvZaz9qZLjoLaG77uQwB1,9,https://raw.githubusercontent.com/ApeLabsNFT/solpatrol/main/hammer.png,false
BRAWNDO,BRWNDO,At5j3zhbEj8mfFsSy1MPbjVhrX2uNmRMPEDZiyFcETNX,4,https://raw.githubusercontent.com/solana-labs/token-list/main/assets/mainnet/At5j3zhbEj8mfFsSy1MPbjVhrX2uNmRMPEDZiyFcETNX/logo.png,false
Mongoose,GOOSE,FmpqmVcT4hSUfNhach31YUpf6M75bBYaC59JLMyCVNHH,9,https://raw.githubusercontent.com/solana-labs/token-list/main/assets/mainnet/FmpqmVcT4hSUfNhach31YUpf6M75bBYaC59JLMyCVNHH/logo.png,false
Aleph.im (Portal),ALEPH,3UCMiSnkcnkPE1pgQ5ggPCBv6dXgVUy16TmMUe1WpG9x,8,https://raw.githubusercontent.com/solana-labs/token-list/main/assets/mainnet/3UCMiSnkcnkPE1pgQ5ggPCBv6dXgVUy16TmMUe1WpG9x/logo.png,false
BlazeStake Staked SOL (bSOL),bSOL,bSo13r4TkiE4KumL71LsHTPpL2euBYLFx6h9HP3piy1,9,https://raw.githubusercontent.com/solana-labs/token-list/main/assets/mainnet/bSo13r4TkiE4KumL71LsHTPpL2euBYLFx6h9HP3piy1/logo.png,false
LOOT,LOOT,GzpRsvnKXKz586kRLkjdppR4dUCFwHa2qaszKkPUQx6g,6,https://arttest12312321.s3.us-west-1.amazonaws.com/pics/Bag_Open+(3).png,false
SuperBonds Token,SB,SuperbZyz7TsSdSoFAZ6RYHfAWe9NmjXBLVQpS8hqdx,6,https://raw.githubusercontent.com/solana-labs/token-list/main/assets/mainnet/SuperbZyz7TsSdSoFAZ6RYHfAWe9NmjXBLVQpS8hqdx/logo.svg,false
ALL ART,AART,F3nefJBcejYbtdREjui1T9DPh5dBgpkKq7u2GAAMXs5B,6,https://raw.githubusercontent.com/allartprotocol/token-list/main/assets/mainnet/F3nefJBcejYbtdREjui1T9DPh5dBgpkKq7u2GAAMXs5B/logo.jpg,false
Boom Army,BMA,boomh1LQnwDnHtKxWTFgxcbdRjPypRSjdwxkAEJkFSH,9,https://raw.githubusercontent.com/solana-labs/token-list/main/assets/mainnet/boomh1LQnwDnHtKxWTFgxcbdRjPypRSjdwxkAEJkFSH/logo.svg,false
SolanyxToken,SYXT,94jMUy411XNUw1CnkFr2514fq6KRc49W3kAmrjJiuZLx,9,https://raw.githubusercontent.com/solana-labs/token-list/main/assets/mainnet/94jMUy411XNUw1CnkFr2514fq6KRc49W3kAmrjJiuZLx/logo.png,false
Mindfolk Wood,$WOOD,674PmuiDtgKx3uKuJ1B16f9m5L84eFvNwj3xDMvHcbo7,9,https://raw.githubusercontent.com/Alfred-builder/Alfred-builder/main/wood.png,false
DarleyGo Essence,DGE,AAXng5czWLNtTXHdWEn9Ef7kXMXEaraHj2JQKo7ZoLux,9,https://raw.githubusercontent.com/DarleyGo/token-list/main/assets/mainnet/AAXng5czWLNtTXHdWEn9Ef7kXMXEaraHj2JQKo7ZoLux/icon.png,false
Galaxy Essential,GXE,DsVPH4mAppxKrmdzcizGfPtLYEBAkQGK4eUch32wgaHY,9,https://raw.githubusercontent.com/DarleyGo/token-list/main/assets/mainnet/DsVPH4mAppxKrmdzcizGfPtLYEBAkQGK4eUch32wgaHY/icon.png,false
Fone,FONE,ATZERmcPfopS9vGqw9kxqRj9Bmdi3Z268nHXkGsMa3Pf,2,https://raw.githubusercontent.com/solana-labs/token-list/main/assets/mainnet/ATZERmcPfopS9vGqw9kxqRj9Bmdi3Z268nHXkGsMa3Pf/fonelogo.png,false
Nosana,NOS,nosXBVoaCTtYdLvKY6Csb4AC8JCdQKKAaWYtx2ZMoo7,6,https://raw.githubusercontent.com/solana-labs/token-list/main/assets/mainnet/nosXBVoaCTtYdLvKY6Csb4AC8JCdQKKAaWYtx2ZMoo7/logo.png,false
Artozo,ARTZ,A1KWZzcUrsX9MAsL8XtZkuS4RX6fjZazc7K5UoX42M3M,4,https://artozo.mypinata.cloud/ipfs/QmdBoJK2HTRc7B71Xo36VqEXpME7JeexZPJkF1tamdQTTy,false
Gari,GARI,CKaKtYvz6dKPyMvYq9Rh3UBrnNqYZAyd7iF4hJtjUvks,9,https://raw.githubusercontent.com/solana-labs/token-list/main/assets/mainnet/CKaKtYvz6dKPyMvYq9Rh3UBrnNqYZAyd7iF4hJtjUvks/logo.png,false
Bancambios AX,BXS,pH5wWJc3KhdeVQSt86DU31pdcL9c8P88x2FQoKEJVHC,9,https://raw.githubusercontent.com/solana-labs/token-list/main/assets/mainnet/pH5wWJc3KhdeVQSt86DU31pdcL9c8P88x2FQoKEJVHC/logo.jpg,false
b4c meme coin,B4C,CkD9GDPqME11zrFt7Lk51jdQSuPmP1nRULUWbBYj2Ngq,6,https://raw.githubusercontent.com/solana-labs/token-list/main/assets/mainnet/CkD9GDPqME11zrFt7Lk51jdQSuPmP1nRULUWbBYj2Ngq/logo.png,false
Saber Wrapped Cashio Dollar (8 decimals),sCASH-8,CASHedBw9NfhsLBXq1WNVfueVznx255j8LLTScto3S6s,8,https://raw.githubusercontent.com/solana-labs/token-list/main/assets/mainnet/CASHedBw9NfhsLBXq1WNVfueVznx255j8LLTScto3S6s/icon.png,false
Saber Wrapped agEUR (Portal) (9 decimals),sagEUR-9,EU9aLffrTckFCs16da6CppHy63fAxMPF9ih1erQTuuRt,9,https://raw.githubusercontent.com/solana-labs/token-list/main/assets/mainnet/EU9aLffrTckFCs16da6CppHy63fAxMPF9ih1erQTuuRt/icon.png,false
CELO (Allbridge from Celo),CELO,GNCjk3FmPPgZTkbQRSxr6nCvLtYMbXKMnRxg8BgJs62e,9,https://raw.githubusercontent.com/solana-labs/token-list/main/assets/mainnet/GNCjk3FmPPgZTkbQRSxr6nCvLtYMbXKMnRxg8BgJs62e/logo.png,false
FTM (Allbridge from Fantom),FTM,EsPKhGTMf3bGoy4Qm7pCv3UCcWqAmbC1UGHBTDxRjjD4,9,https://raw.githubusercontent.com/solana-labs/token-list/main/assets/mainnet/EsPKhGTMf3bGoy4Qm7pCv3UCcWqAmbC1UGHBTDxRjjD4/logo.png,false
Space Falcon,FCON,HovGjrBGTfna4dvg6exkMxXuexB3tUfEZKcut8AWowXj,4,https://raw.githubusercontent.com/spacefalcon-io/crypto/main/logo.svg,false
Basic Tokens,BASIC,76DThuyLHagfkm2ssYw6Lv7k3MYHx6tXcwPBLU9tXm4D,9,https://raw.githubusercontent.com/solana-labs/token-list/main/assets/mainnet/76DThuyLHagfkm2ssYw6Lv7k3MYHx6tXcwPBLU9tXm4D/logo.png,false
gmornn,GMORNN,DiWunPY8GfsFthdDAwiRRtCgKCB5AEcFx9edDpxZoTyo,9,https://raw.githubusercontent.com/solana-labs/token-list/main/assets/mainnet/DiWunPY8GfsFthdDAwiRRtCgKCB5AEcFx9edDpxZoTyo/logo.png,false
Hubble Protocol Token,HBB,HBB111SCo9jkCejsZfz8Ec8nH7T6THF8KEKSnvwT6XK6,6,https://raw.githubusercontent.com/solana-labs/token-list/main/assets/mainnet/HBB111SCo9jkCejsZfz8Ec8nH7T6THF8KEKSnvwT6XK6/logo.svg,false
crypt,ENC,F2CcdH4uXVL6vwutkFMtHWFaj87dYSh9WMWNqzsMmTUG,9,https://raw.githubusercontent.com/encryptedsolana/crypt/main/logo.png,false
USDH Hubble Stablecoin,USDH,USDH1SM1ojwWUga67PGrgFWUHibbjqMvuMaDkRJTgkX,6,https://raw.githubusercontent.com/solana-labs/token-list/main/assets/mainnet/USDH1SM1ojwWUga67PGrgFWUHibbjqMvuMaDkRJTgkX/usdh.svg,false
BIT Token,BIT,EGiWZhNk3vUNJr35MbL2tY5YD6D81VVZghR2LgEFyXZh,9,https://raw.githubusercontent.com/solana-labs/token-list/main/assets/mainnet/Gtj6NZHgMZ7QHg8PDN6izEn4GjVoX8yFLv4ESNKsWb62/BT-logo.png,false
DUST Protocol,DUST,DUSTawucrTsGU8hcqRdHDCbuYhCPADMLM2VcCb8VnFnQ,9,https://raw.githubusercontent.com/solana-labs/token-list/main/assets/mainnet/DUSTawucrTsGU8hcqRdHDCbuYhCPADMLM2VcCb8VnFnQ/logo.jpg,false
BUGS,BUGS,H1QvHLhmk4rL36FBphnFUaQszf6RHGU8RLptPSuPcQwX,9,https://raw.githubusercontent.com/solana-labs/token-list/main/assets/mainnet/H1QvHLhmk4rL36FBphnFUaQszf6RHGU8RLptPSuPcQwX/logo.png,false
Memoria,ORIA,5XiE2JApnDwGc24PSY7y7stD4JxStkYPAH5tFVKAcrow,2,https://raw.githubusercontent.com/solana-labs/token-list/main/assets/mainnet/5XiE2JApnDwGc24PSY7y7stD4JxStkYPAH5tFVKAcrow/Logo.png,false
VANGUARD,GUARD,CBV12y1pehFbhdnDpUfgPe88SbUZ5G2s1kLA449Yu3Ad,6,https://raw.githubusercontent.com/solana-labs/token-list/main/assets/mainnet/CBV12y1pehFbhdnDpUfgPe88SbUZ5G2s1kLA449Yu3Ad/logo.png,false
PEEL,PEEL,GVsdtSe3E2fQoP3TzNT2M1VUchJ7sBmDBuvBZmGDGvmB,9,https://raw.githubusercontent.com/solana-labs/token-list/main/assets/mainnet/GVsdtSe3E2fQoP3TzNT2M1VUchJ7sBmDBuvBZmGDGvmB/logo.png,false
Clan Token,CLAN,68RRPuZQrrw3whXHm9LSyC4y8iLrjkTm5Brc2tUMLNPw,9,https://raw.githubusercontent.com/SolPatrol/SolPatrol/main/%24CLAN_Token.png,false
ROBO Coin,$ROBO,8ZepSXp47WFyDK21QbvMiiKVWRHnGrAegiwDr71PfGi3,9,https://raw.githubusercontent.com/CMHayden/crypto/master/robocoin.png,false
RICE,RICE,5yw793FZPCaPcuUN4F61VJh2ehsFX87zvHbCA4oRebfn,2,https://raw.githubusercontent.com/kakasonz112/robocock-token/main/assets/logo.png,false
Yokoito Crew Hone,HONE,hone3CJTYjczb5nJh45KCNMkjrKMt7SCnHkWGWsVfVu,0,https://raw.githubusercontent.com/solana-labs/token-list/main/assets/mainnet/hone3CJTYjczb5nJh45KCNMkjrKMt7SCnHkWGWsVfVu/logo.png,false
Chimp,CHIMP,B8wCsjSv3TDZcaLuhPZNDvpk2vuBtRgpgmTuvoDAJZZ7,9,https://raw.githubusercontent.com/tsbsoltn/soltn/main/chimp/logo.png,false
SchimmelPeter Monster,SPM,GpQLC7KnNgAvEpamfWi1AWFdXECZ1eQetvFYTuETLZC7,9,https://www.schimmelpeter.de/spm_solana.png,false
Hendrix Token,HENDX,2Tp4hCJ24aRnsLShz9U96VtTSDHuaKL7eD7vj8Stvxhn,6,https://github.com/thejoshuahendrix/hennyscript/blob/main/IMG_20180803_100044.jpg?raw=true,false
Code,CODE,Code7hV6DaK5Werof8c7vPwBxLvhmEWVUbU2AfhBZArB,6,https://raw.githubusercontent.com/solana-labs/token-list/main/assets/mainnet/Code7hV6DaK5Werof8c7vPwBxLvhmEWVUbU2AfhBZArB/logo.png,false
FAC FUD Token,FAC,H3pWoh5Te12nHYVSQm1vQC6aAn2EbADj8zit23jP2jX3,9,https://raw.githubusercontent.com/MundoFacu/stuff/038660d9336d647a9d4ede0e3107de9c9481724d/FAC_logo.png,false
DeltaFi Token,DELFI,de1QJkP1qDCk5JYCCXCeq27bQQUdCaiv7xVKFrhPSzF,6,https://raw.githubusercontent.com/solana-labs/token-list/main/assets/mainnet/de1QJkP1qDCk5JYCCXCeq27bQQUdCaiv7xVKFrhPSzF/logo.png,false
BLEEP,BLEEP,GmY2Rp9t5S4yD5jhgJrc47VSAa6hQiikkYi3sr9HLNZr,4,https://gateway.pinata.cloud/ipfs/QmYjaWwcDx8gaf5rnkzGYLy8qhjjvuuvQXK8RttvXFWUWd?preview=1,false
DREAM TOKEN,DREAM,HuMShjViKhcfihmHkgvctcFAyeyxAk8hK5K58zWpuRKf,9,https://raw.githubusercontent.com/solana-labs/token-list/main/assets/mainnet/HuMShjViKhcfihmHkgvctcFAyeyxAk8hK5K58zWpuRKf/logo.png,false
CRAFT COIN,CRAFT,EeLpRX4pgS4zPTQQfoHqqhBvoLzL83wPExmQoG5e1hnb,9,https://raw.githubusercontent.com/SolPatrol/SolPatrol/main/craft-token.png,false
Good Vibes,GV,7TQTpG1qBvE9ui7J9yQWKFAYpQahkaKPKqGTsqSm1wUv,9,https://raw.githubusercontent.com/solana-labs/token-list/main/assets/mainnet/7TQTpG1qBvE9ui7J9yQWKFAYpQahkaKPKqGTsqSm1wUv/logo.png,false
CRECK,$CRECK,Ao94rg8D6oK2TAq3nm8YEQxfS73vZ2GWYw2AKaUihDEY,9,https://raw.githubusercontent.com/solana-labs/token-list/main/assets/mainnet/Ao94rg8D6oK2TAq3nm8YEQxfS73vZ2GWYw2AKaUihDEY/logo.png,false
BOUNCER,BNCE,4NJ1L4LHSbJpk4h4rHQnJNKZbRSYticS8sQVPbGHsj33,9,https://raw.githubusercontent.com/solana-labs/token-list/main/assets/mainnet/4NJ1L4LHSbJpk4h4rHQnJNKZbRSYticS8sQVPbGHsj33/logo.png,false
Wrapped BTC (Player 2),wrBTC,wrBTCqVjkpqktbqN3CeGVSzQ9PFiPonHN98uwEpwMsy,6,https://raw.githubusercontent.com/solana-labs/token-list/main/assets/mainnet/wrBTCqVjkpqktbqN3CeGVSzQ9PFiPonHN98uwEpwMsy/logo_wrBTC.png,false
TownCoin,TOCO,7FntsntzGjK9PzPBbHLDJAFcKQVU14d2SbQZhgMUf2KA,2,https://raw.githubusercontent.com/solana-labs/token-list/main/assets/mainnet/7FntsntzGjK9PzPBbHLDJAFcKQVU14d2SbQZhgMUf2KA/logo.png,false
Jelly,JELLY,9WMwGcY6TcbSfy9XPpQymY3qNEsvEaYL3wivdwPG2fpp,6,https://raw.githubusercontent.com/solana-labs/token-list/main/assets/mainnet/9WMwGcY6TcbSfy9XPpQymY3qNEsvEaYL3wivdwPG2fpp/logo.png,false
Gear Token,GEAR,7s6NLX42eURZfpyuKkVLrr9ED9hJE8718cyXFsYKqq5g,9,https://github.com/ArthurPaivaT/token-list/blob/main/assets/mainnet/7s6NLX42eURZfpyuKkVLrr9ED9hJE8718cyXFsYKqq5g/logo.png?raw=true,false
FamilySOL,FamSOL,3rH1toffQAELHo5vyRKdwEFxhPTZA7ocfRdJK2c8txoJ,9,https://raw.githubusercontent.com/solodevo/FamilySOL/main/LOGOFamilySOL.png,false
DRACULA GAME BLOOD,BLOOD,BLAAD2QLUgRSbQ9AB9jqAoHh55cGVcSBaCH9JGBh2zDX,0,https://raw.githubusercontent.com/solana-labs/token-list/main/assets/mainnet/BLAAD2QLUgRSbQ9AB9jqAoHh55cGVcSBaCH9JGBh2zDX/logo.png,false
Agave Zwolf,AGVZ,CRSzWoeyfR8sJxB2d6LLEre92Uc59TCPX2gZidp4t3eE,9,https://raw.githubusercontent.com/GrupoZwolf/cryptozw/main/logo.png,false
NEAR (Allbridge from Near),NEAR,BYPsjxa3YuZESQz1dKuBw1QSFCSpecsm8nCQhY5xbU1Z,9,https://raw.githubusercontent.com/solana-labs/token-list/main/assets/mainnet/BYPsjxa3YuZESQz1dKuBw1QSFCSpecsm8nCQhY5xbU1Z/logo.png,false
Acacia,ACA,8BLiujyxu5gJajWBXoZQkwSsamdeHNKWQbu1ApAao8Ps,6,https://raw.githubusercontent.com/qubelabsllc/ACALogo/main/logo.png,false
Trit,TRIT,48FCZmKZw3iJcvuAMMShWRSimJ9DN2BBN4exgRpTp5WG,6,https://raw.githubusercontent.com/solana-labs/token-list/main/assets/mainnet/48FCZmKZw3iJcvuAMMShWRSimJ9DN2BBN4exgRpTp5WG/logo.png,false
TOKAMAK ON SOLANA,TKMK,TKMKgSh3aADsmjr4yFWG52tkCQvmDxsQC1he1aBsi65,9,https://raw.githubusercontent.com/solana-labs/token-list/main/assets/mainnet/TKMKgSh3aADsmjr4yFWG52tkCQvmDxsQC1he1aBsi65/logo.png,false
NOVAX,NOVAX,NovNrxPNjmLVFscH5rjMbec7C4BdAHms9WK21xjsP3p,9,https://raw.githubusercontent.com/solana-labs/token-list/main/assets/mainnet/NovNrxPNjmLVFscH5rjMbec7C4BdAHms9WK21xjsP3p/clogo.png,false
WOOP,WOOP,A3HyGZqe451CBesNqieNPfJ4A9Mu332ui8ni6dobVSLB,5,https://raw.githubusercontent.com/solana-labs/token-list/main/assets/mainnet/A3HyGZqe451CBesNqieNPfJ4A9Mu332ui8ni6dobVSLB/logo.png,false
REAP,REAP,2Dm1zu8ERJGBs3NLXt8s8Vor3YHwJye5E2pYhLiMHU4L,9,https://raw.githubusercontent.com/solana-labs/token-list/main/assets/mainnet/2Dm1zu8ERJGBs3NLXt8s8Vor3YHwJye5E2pYhLiMHU4L/logo.png,false
Ratio stable Token,USDr,USDrbBQwQbQ2oWHUPfA8QBHcyVxKUq1xHyXsSLKdUq2,6,https://raw.githubusercontent.com/solana-labs/token-list/main/assets/mainnet/USDrbBQwQbQ2oWHUPfA8QBHcyVxKUq1xHyXsSLKdUq2/logo.png,false
IDOLZ Token,IDOLZ,idoLztG5ZGMVEjjoQWjeSu2eVkVsp3YnrFZKf7dNi4j,9,https://arweave.net/mdvmPYEgiX_uPGRtiIZA3HrpilDK5JfW2bXkDBRuzVM?ext=png,false
SPRAY,SPRAY,SPraYi59a21jEhqvPBbWuwmjA4vdTaSLbiRTefcHJSR,4,https://raw.githubusercontent.com/solana-labs/token-list/main/assets/mainnet/SPraYi59a21jEhqvPBbWuwmjA4vdTaSLbiRTefcHJSR/icon.png,false
ANA,ANA,ANAxByE6G2WjFp7A4NqtWYXb3mgruyzZYg3spfxe6Lbo,6,https://raw.githubusercontent.com/solana-labs/token-list/main/assets/mainnet/ANAxByE6G2WjFp7A4NqtWYXb3mgruyzZYg3spfxe6Lbo/logo.png,false
Cartoon Cartel Token,CARTEL,DfgYfvfW8cWumofEgRZsAYHhZVDgQbu9z8sGwcKahSho,9,https://raw.githubusercontent.com/ArthurPaivaT/token-list/main/assets/mainnet/DfgYfvfW8cWumofEgRZsAYHhZVDgQbu9z8sGwcKahSho/logo.png,false
Arenum,ARNM,3Dy8KFyvpUJ8nfRCbvk4HLWjNRRzxiVhTeE9PQF9RARD,6,https://raw.githubusercontent.com/solana-labs/token-list/main/assets/mainnet/3Dy8KFyvpUJ8nfRCbvk4HLWjNRRzxiVhTeE9PQF9RARD/logo.png,false
UMF,UMF,CZY2dDTb86ARthiLP47hpmEgX1h82XCEr51XWQ5GsZoj,6,https://raw.githubusercontent.com/solana-labs/token-list/main/assets/mainnet/CZY2dDTb86ARthiLP47hpmEgX1h82XCEr51XWQ5GsZoj/logo.png,false
UNIVERSAL REPVBLIK TOKEN,UREP,4id3Lrw5BJruX7VQ3iRbmpnt8JHYKEkFd47j9NFgirFp,9,https://raw.githubusercontent.com/solana-labs/token-list/main/assets/mainnet/4id3Lrw5BJruX7VQ3iRbmpnt8JHYKEkFd47j9NFgirFp/logo.png,false
Rain Token,RAIN,rainH85N1vCoerCi4cQ3w6mCf7oYUdrsTFtFzpaRwjL,5,https://raw.githubusercontent.com/solana-labs/token-list/main/assets/mainnet/rainH85N1vCoerCi4cQ3w6mCf7oYUdrsTFtFzpaRwjL/logo.png,false
Trezarcoin,sTZC,ETbxzGvuzVrCxVN7cNoT6QBEYwFLBwMUwSYX6pUdHyep,6,https://trezarcoin.com/wp-content/uploads/2018/02/TZC-1000x.png,false
Lifinity,LFNTY,LFNTYraetVioAPnGJht4yNg2aUZFXR776cMeN9VMjXp,6,https://raw.githubusercontent.com/solana-labs/token-list/main/assets/mainnet/LFNTYraetVioAPnGJht4yNg2aUZFXR776cMeN9VMjXp/logo.svg,false
xLifinity,xLFNTY,xLfNTYy76B8Tiix3hA51Jyvc1kMSFV4sPdR7szTZsRu,6,https://raw.githubusercontent.com/solana-labs/token-list/main/assets/mainnet/xLfNTYy76B8Tiix3hA51Jyvc1kMSFV4sPdR7szTZsRu/logo.svg,false
FLWRS Token,FLWRS,CUvVMqXAcyFJnwMhojQ9jmGuWrijGt26HfY7b99dyBeB,6,https://raw.githubusercontent.com/pablolefleur/flwrsimage/main/flwrs%20logo.png,false
Dark Protocol,DARK,FmQ7v2QUqXVVtAXkngBh3Mwx7s3mKT55nQ5Z673dURYS,9,https://www.arweave.net/3VPYgJz-wlRAm1H5_4zrsAckyz55qa5ILyk3Uq6l4Ms?ext=png,false
Equinox,ENX,87rSGrpYdmTxfNBf8o2cpyiNcxCmNhUPBXjT8aoyfob5,9,https://ixrjpmbgkspkjaueqzmyhb3fbca5atffgsrqyt527d2x3ycdlgqq.arweave.net/ReKXsCZUnqSChIZZg4dlCIHQTKU0owxPuvj1feBDWaE,false
Starbots GEAR,GEAR,23WuycvPjEuzJTsBPBZqnbFZFcBtBKAMTowUDHwagkuD,0,https://raw.githubusercontent.com/solana-labs/token-list/main/assets/mainnet/23WuycvPjEuzJTsBPBZqnbFZFcBtBKAMTowUDHwagkuD/logo.png,false
HALO,HALO,Do5AbqdEbj742B2Cm8BypAGg3h1skLaAVTbT2mLRcW8c,9,https://raw.githubusercontent.com/farhan067/HaloTokenLogo/main/logo.png,false
Hedge Token,HDG,5PmpMzWjraf3kSsGEKtqdUsCoLhptg4yriZ17LKKdBBy,9,https://raw.githubusercontent.com/solana-labs/token-list/main/assets/mainnet/5PmpMzWjraf3kSsGEKtqdUsCoLhptg4yriZ17LKKdBBy/logo.png,false
KALISTEN - Train To Earn,KS,3swraHsc77KMg1tFvwH3tfYcd8SWr5fcUhtmRxjavG7H,9,https://kalisten.app/wp-content/uploads/2022/05/kalisten_token.png,false
Trenbolone,TREN,TRENpVRAR9LiZgyYv9zWrQwYqSHa7ThCYdbpFCJixj1,9,https://raw.githubusercontent.com/solana-labs/token-list/main/assets/mainnet/TRENpVRAR9LiZgyYv9zWrQwYqSHa7ThCYdbpFCJixj1/logo.png,false
Aera Token,AERA,BjZ5Hazjyp9LrzfapAHYZuceWm6zJZDqMH1QPCWtsouq,9,https://raw.githubusercontent.com/solana-labs/token-list/main/assets/mainnet/BjZ5Hazjyp9LrzfapAHYZuceWm6zJZDqMH1QPCWtsouq/logo.png,false
Random Pawnshop Gnomies,rPWNG,EmvtEzATa3n766yxojGZJmpSzkTxsCdDSX2zgRMZEoaQ,9,https://raw.githubusercontent.com/solana-labs/token-list/main/assets/mainnet/EmvtEzATa3n766yxojGZJmpSzkTxsCdDSX2zgRMZEoaQ/rPWNG.png,false
Random Solpunks,rPUNK,4PhPtyBhmMYBLjiJPr3wef2syoMSJYn5WcNgXxvmG3NZ,9,https://raw.githubusercontent.com/solana-labs/token-list/main/assets/mainnet/4PJ8yD2hPXVGxnYcmjBoDyDHKAMEAKjGgAfvEqmZUaAw/logo.png,false
WOB Token,WOB,DGXtHxKMFhb82RsqihyEHksgWWe3DXBXEvKjz24JruAP,9,https://raw.githubusercontent.com/tradefortendies/tokens/master/wobtoken-small.gif,false
NECTAR2 Token,NECTAR2,7vVRYg24HvVmgxV4neAog66GjW6aCUwnArvjDn6bgrX5,9,https://raw.githubusercontent.com/agave-com/nectar-token/main/logo-sq.png,false
Okay Bears Solvent Droplet,svtOKAY,AG5j4hhrd1ReYi7d1JsZL8ZpcoHdjXvc8sdpWF74RaQh,8,https://raw.githubusercontent.com/solana-labs/token-list/main/assets/mainnet/AG5j4hhrd1ReYi7d1JsZL8ZpcoHdjXvc8sdpWF74RaQh/logo.png,false
Solana Monkey Business Solvent Droplet,svtSMB,Ca5eaXbfQQ6gjZ5zPVfybtDpqWndNdACtKVtxxNHsgcz,8,https://raw.githubusercontent.com/solana-labs/token-list/main/assets/mainnet/Ca5eaXbfQQ6gjZ5zPVfybtDpqWndNdACtKVtxxNHsgcz/logo.png,false
DeGods Solvent Droplet,svtDGOD,DCgRa2RR7fCsD63M3NgHnoQedMtwH1jJCwZYXQqk9x3v,8,https://raw.githubusercontent.com/solana-labs/token-list/main/assets/mainnet/DCgRa2RR7fCsD63M3NgHnoQedMtwH1jJCwZYXQqk9x3v/logo.png,false
Degenerate Ape Academy Solvent Droplet,svtDAPE,6F5A4ZAtQfhvi3ZxNex9E1UN5TK7VM2enDCYG1sx1AXT,8,https://raw.githubusercontent.com/solana-labs/token-list/main/assets/mainnet/6F5A4ZAtQfhvi3ZxNex9E1UN5TK7VM2enDCYG1sx1AXT/logo.png,false
Balloonsville Solvent Droplet,svtBV,CT1iZ7MJzm8Riy6MTgVht2PowGetEWrnq1SfmUjKvz8c,8,https://raw.githubusercontent.com/solana-labs/token-list/main/assets/mainnet/CT1iZ7MJzm8Riy6MTgVht2PowGetEWrnq1SfmUjKvz8c/logo.png,false
Staked Step,xSTEP,xStpgUCss9piqeFUk2iLVcvJEGhAdJxJQuwLkXP555G,9,https://raw.githubusercontent.com/solana-labs/token-list/main/assets/mainnet/xStpgUCss9piqeFUk2iLVcvJEGhAdJxJQuwLkXP555G/logo.svg,false
Soldex,SOLX,CH74tuRLTYcxG7qNJCsV9rghfLXJCQJbsu7i52a8F1Gn,9,https://raw.githubusercontent.com/solana-labs/token-list/main/assets/mainnet/CH74tuRLTYcxG7qNJCsV9rghfLXJCQJbsu7i52a8F1Gn/logo.png,false
